SoC_CH;OCP_NE_CH;OCP_PE_CH;SoC_DCH;OCP_NE_DCH;OCP_PE_DCH;Q_Ch;Q_Dch
0.245622811;0.177268014;3.72343797;0.245622811;0.260178797;3.726222958;1.92732965;1.863406706
0.246123062;0.176950504;3.723751085;0.246123062;0.259639369;3.726511572;1.931254965;1.867201831
0.246623312;0.176637365;3.724064913;0.246623312;0.259106254;3.726804114;1.93518028;1.870996957
0.247123562;0.176328298;3.72438116;0.247123562;0.258578068;3.727098012;1.939105595;1.874792083
0.247623812;0.176021355;3.724696632;0.247623812;0.25805061;3.72738817;1.94303091;1.878587208
0.248124062;0.175718424;3.725012184;0.248124062;0.257526261;3.727678484;1.946956225;1.882382334
0.248624312;0.175416547;3.725328143;0.248624312;0.257003661;3.727971012;1.95088154;1.88617746
0.249124562;0.175113452;3.725641626;0.249124562;0.256477978;3.728259808;1.954806855;1.889972585
0.249624812;0.174813718;3.725953429;0.249624812;0.255948622;3.728550975;1.95873217;1.893767711
0.250125063;0.1745175;3.726269615;0.250125063;0.255412846;3.728838303;1.962657485;1.897562837
0.250625313;0.174224796;3.726585176;0.250625313;0.254870626;3.729128886;1.9665828;1.901357962
0.251125563;0.173935075;3.726901102;0.251125563;0.254315624;3.729417392;1.970508115;1.905153088
0.251625813;0.173648595;3.72721836;0.251625813;0.253746339;3.729706293;1.97443343;1.908948214
0.252126063;0.173362366;3.727533101;0.252126063;0.253154627;3.729993373;1.978358745;1.912743339
0.252626313;0.173075613;3.727843639;0.252626313;0.252544899;3.730286199;1.98228406;1.916538465
0.253126563;0.172794853;3.728159817;0.253126563;0.25190447;3.730576117;1.986209375;1.920333591
0.253626813;0.172514378;3.728473581;0.253626813;0.25123725;3.730868277;1.99013469;1.924128716
0.254127064;0.172231578;3.728784357;0.254127064;0.250536359;3.731162169;1.994060005;1.927923842
0.254627314;0.171956262;3.729098941;0.254627314;0.249806202;3.731462166;1.99798532;1.931718968
0.255127564;0.171681108;3.729412295;0.255127564;0.249037184;3.73175863;2.001910635;1.935514093
0.255627814;0.17140904;3.72972391;0.255627814;0.248234117;3.732059136;2.005835949;1.939309219
0.256128064;0.17113699;3.730037623;0.256128064;0.247393639;3.732359676;2.009761264;1.943104345
0.256628314;0.170864627;3.730349362;0.256628314;0.246531063;3.732666777;2.013686579;1.94689947
0.257128564;0.170586975;3.730654716;0.257128564;0.245641083;3.732976946;2.017611894;1.950694596
0.257628814;0.170320007;3.730969565;0.257628814;0.244728606;3.733284911;2.021537209;1.954489722
0.258129065;0.170050173;3.731280702;0.258129065;0.243802944;3.733596854;2.025462524;1.958284847
0.258629315;0.169784238;3.731597842;0.258629315;0.242870422;3.733908838;2.029387839;1.962079973
0.259129565;0.169510934;3.731907664;0.259129565;0.241941583;3.734225879;2.033313154;1.965875099
0.259629815;0.169241485;3.732220308;0.259629815;0.241023758;3.73454503;2.037238469;1.969670224
0.260130065;0.168970628;3.732530935;0.260130065;0.240119362;3.734862197;2.041163784;1.97346535
0.260630315;0.168701963;3.732843619;0.260630315;0.239237429;3.735179562;2.045089099;1.977260476
0.261130565;0.168431121;3.733151665;0.261130565;0.238387121;3.735499587;2.049014414;1.981055601
0.261630815;0.168158518;3.733462779;0.261630815;0.237568277;3.735820172;2.052939729;1.984850727
0.262131066;0.167885934;3.733775749;0.262131066;0.236784178;3.73613753;2.056865044;1.988645853
0.262631316;0.167612481;3.734087025;0.262631316;0.236036681;3.736453239;2.060790359;1.992440978
0.263131566;0.167340748;3.73439854;0.263131566;0.23533037;3.736774066;2.064715674;1.996236104
0.263631816;0.167064103;3.734708125;0.263631816;0.234662486;3.737092663;2.068640989;2.00003123
0.264132066;0.166785675;3.735016558;0.264132066;0.234029675;3.737406484;2.072566304;2.003826355
0.264632316;0.16650934;3.735324265;0.264632316;0.233433756;3.737724285;2.076491619;2.007621481
0.265132566;0.166227437;3.735627906;0.265132566;0.232870161;3.738038013;2.080416934;2.011416607
0.265632816;0.165950066;3.735939079;0.265632816;0.232339482;3.738351583;2.084342249;2.015211733
0.266133067;0.1656723;3.73625111;0.266133067;0.231839684;3.738661675;2.088267564;2.019006858
0.266633317;0.165385863;3.736553591;0.266633317;0.231364822;3.738971676;2.092192879;2.022801984
0.267133567;0.165108629;3.736864472;0.267133567;0.230921576;3.739280734;2.096118194;2.02659711
0.267633817;0.164828159;3.737175854;0.267633817;0.230496233;3.739585623;2.100043509;2.030392235
0.268134067;0.164544895;3.737482615;0.268134067;0.230094896;3.739890497;2.103968824;2.034187361
0.268634317;0.164261941;3.737790797;0.268634317;0.229716448;3.740196946;2.107894139;2.037982487
0.269134567;0.163981059;3.73809982;0.269134567;0.229359039;3.740503989;2.111819454;2.041777612
0.269634817;0.163695691;3.7384089;0.269634817;0.229014936;3.740806176;2.115744769;2.045572738
0.270135068;0.163410664;3.738714862;0.270135068;0.228689615;3.741109012;2.119670084;2.049367864
0.270635318;0.163126955;3.739022487;0.270635318;0.228379686;3.741408207;2.123595399;2.053162989
0.271135568;0.162845766;3.739332293;0.271135568;0.228084403;3.741711453;2.127520714;2.056958115
0.271635818;0.162562181;3.739639352;0.271635818;0.227805082;3.742016102;2.131446028;2.060753241
0.272136068;0.16227583;3.739942894;0.272136068;0.227535356;3.742316719;2.135371343;2.064548366
0.272636318;0.161995471;3.740254782;0.272636318;0.227275116;3.742612555;2.139296658;2.068343492
0.273136568;0.16171177;3.740559992;0.273136568;0.227028246;3.742910203;2.143221973;2.072138618
0.273636818;0.161427274;3.74086657;0.273636818;0.226790507;3.743208889;2.147147288;2.075933743
0.274137069;0.161143148;3.741172138;0.274137069;0.226562965;3.743504591;2.151072603;2.079728869
0.274637319;0.160860603;3.741478816;0.274637319;0.226344571;3.743801041;2.154997918;2.083523995
0.275137569;0.160574974;3.741784172;0.275137569;0.226133823;3.744096977;2.158923233;2.08731912
0.275637819;0.160290203;3.742090914;0.275637819;0.225930511;3.744391703;2.162848548;2.091114246
0.276138069;0.160008601;3.742398635;0.276138069;0.225731022;3.744683168;2.166773863;2.094909372
0.276638319;0.159724146;3.742703997;0.276638319;0.225543186;3.744978698;2.170699178;2.098704497
0.277138569;0.159435147;3.743007974;0.277138569;0.225359347;3.745271654;2.174624493;2.102499623
0.277638819;0.159152381;3.74331717;0.277638819;0.225183805;3.74556711;2.178549808;2.106294749
0.27813907;0.158867672;3.743623214;0.27813907;0.225012397;3.745859124;2.182475123;2.110089874
0.27863932;0.158586033;3.743930224;0.27863932;0.224848247;3.746153598;2.186400438;2.113885
0.27913957;0.158299598;3.744232467;0.27913957;0.22468248;3.746442195;2.190325753;2.117680126
0.27963982;0.158015993;3.744538724;0.27963982;0.224527183;3.746733858;2.194251068;2.121475251
0.28014007;0.157729099;3.744841368;0.28014007;0.224378853;3.747029408;2.198176383;2.125270377
0.28064032;0.15744489;3.745146821;0.28064032;0.224233244;3.747322545;2.202101698;2.129065503
0.28114057;0.157160117;3.745449892;0.28114057;0.224091222;3.747613701;2.206027013;2.132860628
0.28164082;0.15688155;3.74575617;0.28164082;0.223952236;3.747903824;2.209952328;2.136655754
0.282141071;0.156598203;3.746059553;0.282141071;0.223818495;3.748196848;2.213877643;2.14045088
0.282641321;0.15631783;3.746365686;0.282641321;0.223686567;3.748488112;2.217802958;2.144246005
0.283141571;0.156035775;3.746669454;0.283141571;0.223558724;3.748776394;2.221728273;2.148041131
0.283641821;0.155756101;3.746973216;0.283641821;0.223434027;3.749068006;2.225653588;2.151836257
0.284142071;0.155479571;3.747277202;0.284142071;0.22331091;3.749355756;2.229578903;2.155631382
0.284642321;0.155201192;3.747579573;0.284642321;0.223192177;3.749645857;2.233504218;2.159426508
0.285142571;0.154923732;3.747884824;0.285142571;0.223076882;3.749936004;2.237429533;2.163221634
0.285642821;0.154648133;3.748187821;0.285642821;0.222964068;3.750227366;2.241354848;2.167016759
0.286143072;0.154375936;3.748492379;0.286143072;0.222855921;3.75051932;2.245280163;2.170811885
0.286643322;0.154105835;3.748795973;0.286643322;0.222745614;3.750808623;2.249205478;2.174607011
0.287143572;0.153833187;3.749097196;0.287143572;0.222640102;3.751098105;2.253130793;2.178402136
0.287643822;0.153567887;3.749401129;0.287643822;0.222534814;3.751385446;2.257056108;2.182197262
0.288144072;0.153304005;3.749704727;0.288144072;0.222434281;3.751674183;2.260981422;2.185992388
0.288644322;0.153039397;3.750005602;0.288644322;0.222335084;3.751963456;2.264906737;2.189787513
0.289144572;0.152780412;3.750309017;0.289144572;0.222235301;3.752249353;2.268832052;2.193582639
0.289644822;0.152527534;3.750610982;0.289644822;0.22214034;3.752538181;2.272757367;2.197377765
0.290145073;0.152274962;3.750912902;0.290145073;0.222046333;3.752826806;2.276682682;2.20117289
0.290645323;0.152033151;3.751219654;0.290645323;0.221952641;3.753112925;2.280607997;2.204968016
0.291145573;0.151789057;3.751518167;0.291145573;0.221860523;3.75339978;2.284533312;2.208763142
0.291645823;0.151552932;3.751818915;0.291645823;0.221774847;3.753690483;2.288458627;2.212558268
0.292146073;0.15131846;3.752118627;0.292146073;0.2216841;3.753975105;2.292383942;2.216353393
0.292646323;0.151090726;3.752419334;0.292646323;0.221599381;3.754265243;2.296309257;2.220148519
0.293146573;0.150867107;3.752719616;0.293146573;0.221515231;3.754553874;2.300234572;2.223943645
0.293646823;0.150647128;3.753020806;0.293646823;0.221431783;3.754839696;2.304159887;2.22773877
0.294147074;0.150429284;3.75331903;0.294147074;0.221347816;3.755126887;2.308085202;2.231533896
0.294647324;0.150218667;3.753624413;0.294647324;0.221267618;3.755415786;2.312010517;2.235329022
0.295147574;0.15000753;3.753920844;0.295147574;0.221186708;3.755701729;2.315935832;2.239124147
0.295647824;0.149803544;3.754226296;0.295647824;0.22110667;3.75598609;2.319861147;2.242919273
0.296148074;0.14959867;3.754526203;0.296148074;0.221028172;3.756274239;2.323786462;2.246714399
0.296648324;0.149393775;3.754824253;0.296648324;0.220951474;3.756561404;2.327711777;2.250509524
0.297148574;0.149194476;3.755128483;0.297148574;0.220876779;3.756849811;2.331637092;2.25430465
0.297648824;0.148989807;3.755423246;0.297648824;0.220799328;3.757134548;2.335562407;2.258099776
0.298149075;0.148792562;3.755727277;0.298149075;0.220723627;3.757420104;2.339487722;2.261894901
0.298649325;0.148592701;3.756026541;0.298649325;0.220650837;3.757707963;2.343413037;2.265690027
0.299149575;0.148392477;3.756328108;0.299149575;0.220576222;3.757993332;2.347338352;2.269485153
0.299649825;0.148190952;3.756626216;0.299649825;0.220501071;3.758277726;2.351263667;2.273280278
0.300150075;0.147991614;3.756927327;0.300150075;0.220430193;3.758567309;2.355188982;2.277075404
0.300650325;0.147790527;3.757229588;0.300650325;0.220357404;3.758853416;2.359114297;2.28087053
0.301150575;0.147585513;3.757525208;0.301150575;0.220285789;3.759140853;2.363039612;2.284665655
0.301650825;0.147382359;3.757827859;0.301650825;0.220214298;3.759426154;2.366964927;2.288460781
0.302151076;0.147179781;3.7581283;0.302151076;0.22014492;3.759715757;2.370890242;2.292255907
0.302651326;0.146972881;3.758428496;0.302651326;0.220070624;3.759998956;2.374815557;2.296051032
0.303151576;0.146765558;3.758731093;0.303151576;0.220000285;3.760285447;2.378740872;2.299846158
0.303651826;0.146554485;3.759031203;0.303651826;0.219929761;3.760571933;2.382666187;2.303641284
0.304152076;0.146342075;3.759330558;0.304152076;0.219858334;3.760855804;2.386591502;2.307436409
0.304652326;0.146127668;3.759632308;0.304652326;0.219787174;3.761142515;2.390516816;2.311231535
0.305152576;0.145908341;3.759927804;0.305152576;0.219715755;3.761427335;2.394442131;2.315026661
0.305652826;0.145690672;3.760228273;0.305652826;0.219644873;3.761714007;2.398367446;2.318821786
0.306153077;0.145472374;3.76053226;0.306153077;0.219569366;3.761998175;2.402292761;2.322616912
0.306653327;0.145249416;3.760831081;0.306653327;0.219499329;3.76228769;2.406218076;2.326412038
0.307153577;0.145022702;3.761127306;0.307153577;0.219425962;3.762569818;2.410143391;2.330207163
0.307653827;0.144799048;3.761430719;0.307653827;0.219353381;3.762856351;2.414068706;2.334002289
0.308154077;0.144569994;3.761731477;0.308154077;0.219277756;3.763139611;2.417994021;2.337797415
0.308654327;0.144340664;3.762031163;0.308654327;0.219205435;3.763429483;2.421919336;2.34159254
0.309154577;0.144108234;3.762332385;0.309154577;0.219127872;3.763712749;2.425844651;2.345387666
0.309654827;0.143873651;3.762634086;0.309654827;0.219052333;3.763999014;2.429769966;2.349182792
0.310155078;0.143635807;3.762933749;0.310155078;0.218974597;3.764284745;2.433695281;2.352977917
0.310655328;0.143397253;3.763234652;0.310655328;0.218895324;3.764570161;2.437620596;2.356773043
0.311155578;0.143153898;3.763535553;0.311155578;0.218814539;3.764855361;2.441545911;2.360568169
0.311655828;0.142905048;3.763832183;0.311655828;0.218734964;3.765141604;2.445471226;2.364363294
0.312156078;0.142655887;3.764133867;0.312156078;0.218649635;3.765424262;2.449396541;2.36815842
0.312656328;0.142407539;3.764435328;0.312656328;0.218564812;3.765711718;2.453321856;2.371953546
0.313156578;0.142157881;3.76473603;0.313156578;0.218477482;3.765997212;2.457247171;2.375748671
0.313656828;0.141907573;3.765039172;0.313656828;0.218388835;3.76628197;2.461172486;2.379543797
0.314157079;0.141657055;3.765344106;0.314157079;0.21829814;3.766569045;2.465097801;2.383338923
0.314657329;0.141398826;3.765644022;0.314657329;0.218200382;3.766851276;2.469023116;2.387134048
0.315157579;0.141137663;3.765941809;0.315157579;0.218101466;3.767134818;2.472948431;2.390929174
0.315657829;0.140879245;3.766247722;0.315657829;0.218000137;3.767420888;2.476873746;2.3947243
0.316158079;0.140615674;3.766544351;0.316158079;0.217898102;3.767709502;2.480799061;2.398519426
0.316658329;0.140350397;3.766844441;0.316658329;0.217788907;3.767993677;2.484724376;2.402314551
0.317158579;0.140087085;3.767147615;0.317158579;0.217674462;3.768277877;2.488649691;2.406109677
0.317658829;0.13982166;3.767448243;0.317658829;0.217555954;3.7685636;2.492575006;2.409904803
0.31815908;0.139557771;3.767753059;0.31815908;0.217429638;3.768847077;2.496500321;2.413699928
0.31865933;0.139291047;3.768053632;0.31865933;0.217296346;3.769130535;2.500425636;2.417495054
0.31915958;0.13902428;3.768354665;0.31915958;0.217159545;3.76941954;2.504350951;2.42129018
0.31965983;0.138756447;3.768653427;0.31965983;0.217008324;3.769701587;2.508276266;2.425085305
0.32016008;0.138487899;3.768956692;0.32016008;0.216850938;3.769985295;2.512201581;2.428880431
0.32066033;0.138216487;3.769254908;0.32066033;0.21668233;3.770270932;2.516126896;2.432675557
0.32116058;0.13794973;3.769562483;0.32116058;0.216501313;3.770556397;2.52005221;2.436470682
0.32166083;0.137680955;3.769865658;0.32166083;0.216304335;3.770839981;2.523977525;2.440265808
0.322161081;0.137408473;3.770166151;0.322161081;0.21609942;3.771129008;2.52790284;2.444060934
0.322661331;0.137140543;3.77047044;0.322661331;0.215873482;3.771416999;2.531828155;2.447856059
0.323161581;0.136869909;3.770773595;0.323161581;0.215630907;3.771703835;2.53575347;2.451651185
0.323661831;0.136600158;3.771074978;0.323661831;0.215371357;3.771994946;2.539678785;2.455446311
0.324162081;0.136335421;3.771382236;0.324162081;0.215086269;3.772279362;2.5436041;2.459241436
0.324662331;0.136064863;3.771684622;0.324662331;0.214784682;3.772570368;2.547529415;2.463036562
0.325162581;0.135796149;3.771986507;0.325162581;0.214458232;3.772857876;2.55145473;2.466831688
0.325662831;0.135531953;3.772291696;0.325662831;0.214116641;3.773153026;2.555380045;2.470626813
0.326163082;0.135265484;3.772596687;0.326163082;0.213751375;3.773444614;2.55930536;2.474421939
0.326663332;0.134998816;3.772899826;0.326663332;0.213370344;3.773741164;2.563230675;2.478217065
0.327163582;0.134734288;3.7732027;0.327163582;0.212968057;3.774032435;2.56715599;2.48201219
0.327663832;0.134471968;3.773504008;0.327663832;0.212555131;3.774329821;2.571081305;2.485807316
0.328164082;0.134207802;3.773805167;0.328164082;0.212127488;3.774629704;2.57500662;2.489602442
0.328664332;0.133954074;3.774112605;0.328664332;0.211686731;3.774928081;2.578931935;2.493397567
0.329164582;0.1336989;3.774417171;0.329164582;0.211234815;3.775227729;2.58285725;2.497192693
0.329664832;0.133441257;3.774720837;0.329664832;0.210776597;3.775529209;2.586782565;2.500987819
0.330165083;0.133186977;3.775022818;0.330165083;0.210309652;3.775829385;2.59070788;2.504782944
0.330665333;0.132938306;3.775329281;0.330665333;0.209842654;3.776134132;2.594633195;2.50857807
0.331165583;0.132694992;3.775639042;0.331165583;0.209370747;3.776437847;2.59855851;2.512373196
0.331665833;0.13244911;3.775943032;0.331665833;0.208892584;3.776737947;2.602483825;2.516168321
0.332166083;0.132210203;3.776249612;0.332166083;0.208416765;3.777041868;2.60640914;2.519963447
0.332666333;0.131974992;3.776555692;0.332666333;0.207943819;3.777348847;2.610334455;2.523758573
0.333166583;0.131744811;3.776863482;0.333166583;0.207469894;3.777654858;2.61425977;2.527553698
0.333666833;0.131516766;3.777172753;0.333666833;0.20699925;3.777961342;2.618185085;2.531348824
0.334167084;0.131295192;3.777481283;0.334167084;0.206530669;3.778268509;2.6221104;2.53514395
0.334667334;0.131075737;3.77778606;0.334667334;0.206065041;3.778577474;2.626035715;2.538939075
0.335167584;0.130867434;3.778095808;0.335167584;0.205603217;3.778886757;2.62996103;2.542734201
0.335667834;0.130660323;3.778402749;0.335667834;0.205146053;3.779194941;2.633886345;2.546529327
0.336168084;0.130465654;3.778712048;0.336168084;0.204691673;3.7795033;2.63781166;2.550324452
0.336668334;0.130278074;3.779018178;0.336668334;0.204241165;3.779811487;2.641736975;2.554119578
0.337168584;0.13009485;3.779325958;0.337168584;0.203800004;3.780124351;2.64566229;2.557914704
0.337668834;0.129919721;3.779635308;0.337668834;0.203358065;3.780432284;2.649587604;2.561709829
0.338169085;0.129754675;3.77994695;0.338169085;0.202925198;3.780742085;2.653512919;2.565504955
0.338669335;0.129597277;3.780255813;0.338669335;0.202497778;3.781056013;2.657438234;2.569300081
0.339169585;0.129443942;3.780564576;0.339169585;0.202076555;3.781369714;2.661363549;2.573095206
0.339669835;0.129298925;3.780872306;0.339669835;0.201661013;3.781682219;2.665288864;2.576890332
0.340170085;0.129160213;3.781180436;0.340170085;0.201247539;3.78199355;2.669214179;2.580685458
0.340670335;0.12903256;3.781493634;0.340670335;0.200842427;3.782305239;2.673139494;2.584480583
0.341170585;0.128907484;3.781802823;0.341170585;0.200444187;3.782620341;2.677064809;2.588275709
0.341670835;0.128790305;3.782113125;0.341670835;0.200049377;3.782932918;2.680990124;2.592070835
0.342171086;0.128678786;3.782426892;0.342171086;0.199662594;3.783249802;2.684915439;2.595865961
0.342671336;0.128573283;3.782742725;0.342671336;0.199280162;3.783564109;2.688840754;2.599661086
0.343171586;0.128466533;3.783052332;0.343171586;0.198903454;3.783879548;2.692766069;2.603456212
0.343671836;0.128365422;3.783363028;0.343671836;0.198531598;3.784195027;2.696691384;2.607251338
0.344172086;0.128271278;3.783677384;0.344172086;0.198165355;3.784511116;2.700616699;2.611046463
0.344672336;0.128177444;3.783988136;0.344672336;0.197805884;3.784827229;2.704542014;2.614841589
0.345172586;0.128086651;3.784301744;0.345172586;0.197448493;3.785143301;2.708467329;2.618636715
0.345672836;0.12800273;3.784619234;0.345672836;0.197096195;3.785458172;2.712392644;2.62243184
0.346173087;0.127914073;3.784932853;0.346173087;0.196748613;3.785775682;2.716317959;2.626226966
0.346673337;0.127832549;3.785249943;0.346673337;0.196410163;3.786100313;2.720243274;2.630022092
0.347173587;0.127749285;3.785565338;0.347173587;0.196068885;3.786415378;2.724168589;2.633817217
0.347673837;0.127668852;3.785882209;0.347673837;0.195729646;3.786731124;2.728093904;2.637612343
0.348174087;0.127591018;3.786201288;0.348174087;0.195398008;3.787052014;2.732019219;2.641407469
0.348674337;0.127511691;3.786518778;0.348674337;0.195067263;3.787370795;2.735944534;2.645202594
0.349174587;0.127432537;3.786835356;0.349174587;0.194742201;3.787694453;2.739869849;2.64899772
0.349674837;0.127353804;3.787156533;0.349674837;0.194416506;3.788015396;2.743795164;2.652792846
0.350175088;0.127274659;3.787477669;0.350175088;0.19409339;3.788334636;2.747720479;2.656587971
0.350675338;0.127196425;3.787796746;0.350675338;0.193772583;3.788659069;2.751645794;2.660383097
0.351175588;0.127115191;3.788116623;0.351175588;0.19345187;3.78898154;2.755571109;2.664178223
0.351675838;0.127033655;3.788432909;0.351675838;0.193130335;3.789301814;2.759496424;2.667973348
0.352176088;0.12695384;3.788754724;0.352176088;0.192808924;3.789625896;2.763421739;2.671768474
0.352676338;0.126871779;3.789076433;0.352676338;0.192485625;3.78994938;2.767347054;2.6755636
0.353176588;0.126792223;3.789399713;0.353176588;0.192165692;3.79027411;2.771272369;2.679358725
0.353676838;0.126712719;3.789723834;0.353676838;0.191845167;3.790602005;2.775197684;2.683153851
0.354177089;0.126631477;3.790046092;0.354177089;0.191520156;3.79092965;2.779122998;2.686948977
0.354677339;0.126548382;3.790368715;0.354677339;0.191195141;3.791259181;2.783048313;2.690744102
0.355177589;0.126465446;3.790693058;0.355177589;0.190865848;3.791584625;2.786973628;2.694539228
0.355677839;0.12638049;3.791016491;0.355677839;0.190533792;3.791915637;2.790898943;2.698334354
0.356178089;0.126298665;3.791344672;0.356178089;0.190198526;3.792245624;2.794824258;2.702129479
0.356678339;0.126213923;3.791671384;0.356678339;0.189858784;3.792576339;2.798749573;2.705924605
0.357178589;0.126129572;3.791998508;0.357178589;0.189515457;3.792907295;2.802674888;2.709719731
0.357678839;0.126044925;3.792326888;0.357678839;0.189167235;3.793238807;2.806600203;2.713514856
0.35817909;0.125957321;3.792655525;0.35817909;0.188809706;3.793568731;2.810525518;2.717309982
0.35867934;0.12586434;3.792982459;0.35867934;0.188454945;3.793906421;2.814450833;2.721105108
0.35917959;0.125774981;3.793311665;0.35917959;0.188090551;3.79423981;2.818376148;2.724900233
0.35967984;0.125683313;3.793640144;0.35967984;0.187722904;3.794575413;2.822301463;2.728695359
0.36018009;0.125593497;3.793971097;0.36018009;0.187350387;3.794915513;2.826226778;2.732490485
0.36068034;0.12550039;3.79430086;0.36068034;0.186972429;3.79525361;2.830152093;2.73628561
0.36118059;0.125407533;3.794631371;0.36118059;0.186589801;3.795592712;2.834077408;2.740080736
0.36168084;0.125314833;3.794966346;0.36168084;0.186203084;3.795933415;2.838002723;2.743875862
0.362181091;0.12521987;3.795297612;0.362181091;0.185815271;3.796275106;2.841928038;2.747670987
0.362681341;0.125123412;3.795631915;0.362681341;0.185422237;3.7966179;2.845853353;2.751466113
0.363181591;0.125026287;3.795965823;0.363181591;0.185028581;3.796958416;2.849778668;2.755261239
0.363681841;0.124932135;3.796303576;0.363681841;0.184638274;3.797306697;2.853703983;2.759056364
0.364182091;0.124832254;3.796637921;0.364182091;0.184244138;3.797653481;2.857629298;2.76285149
0.364682341;0.124739435;3.79697915;0.364682341;0.183848811;3.797998541;2.861554613;2.766646616
0.365182591;0.12463896;3.797314233;0.365182591;0.183453832;3.798345835;2.865479928;2.770441741
0.365682841;0.124538452;3.797648691;0.365682841;0.183062212;3.798693637;2.869405243;2.774236867
0.366183092;0.124440919;3.797987821;0.366183092;0.182672656;3.799045841;2.873330558;2.778031993
0.366683342;0.124342143;3.798325908;0.366683342;0.182284478;3.799392776;2.877255873;2.781827119
0.367183592;0.124241831;3.79866605;0.367183592;0.181901393;3.7997451;2.881181188;2.785622244
0.367683842;0.124142804;3.799005717;0.367683842;0.181521912;3.800096475;2.885106503;2.78941737
0.368184092;0.124045532;3.799346448;0.368184092;0.181145844;3.800451337;2.889031818;2.793212496
0.368684342;0.123949631;3.799689016;0.368684342;0.180773629;3.800804816;2.892957133;2.797007621
0.369184592;0.123852591;3.800029687;0.369184592;0.180407006;3.801164548;2.896882448;2.800802747
0.369684842;0.123759576;3.800375311;0.369684842;0.180041521;3.80151688;2.900807763;2.804597873
0.370185093;0.123664378;3.800717696;0.370185093;0.179681739;3.801874558;2.904733078;2.808392998
0.370685343;0.123570809;3.801061343;0.370685343;0.179324968;3.802230502;2.908658392;2.812188124
0.371185593;0.123478747;3.80140608;0.371185593;0.178973291;3.802587497;2.912583707;2.81598325
0.371685843;0.123389046;3.801752821;0.371685843;0.178624878;3.802944524;2.916509022;2.819778375
0.372186093;0.123302319;3.80209846;0.372186093;0.178287536;3.803310002;2.920434337;2.823573501
0.372686343;0.12321233;3.802442657;0.372686343;0.177950096;3.803672001;2.924359652;2.827368627
0.373186593;0.123130675;3.802792787;0.373186593;0.177619387;3.804034753;2.928284967;2.831163752
0.373686843;0.123048094;3.803139696;0.373686843;0.17729212;3.804397512;2.932210282;2.834958878
0.374187094;0.122968532;3.803490898;0.374187094;0.176967157;3.80475995;2.936135597;2.838754004
0.374687344;0.122888985;3.803841221;0.374687344;0.176648213;3.805123591;2.940060912;2.842549129
0.375187594;0.122812609;3.804190038;0.375187594;0.176334018;3.805487911;2.943986227;2.846344255
0.375687844;0.122739062;3.804541839;0.375687844;0.176024795;3.805853354;2.947911542;2.850139381
0.376188094;0.122670997;3.804896326;0.376188094;0.175720169;3.806220444;2.951836857;2.853934506
0.376688344;0.122602783;3.805250231;0.376688344;0.175421015;3.806589072;2.955762172;2.857729632
0.377188594;0.122535553;3.805604268;0.377188594;0.175122313;3.806954984;2.959687487;2.861524758
0.377688844;0.122472036;3.805961106;0.377688844;0.1748295;3.807321754;2.963612802;2.865319883
0.378189095;0.122405275;3.806312873;0.378189095;0.174546385;3.807695119;2.967538117;2.869115009
0.378689345;0.12234941;3.806675613;0.378689345;0.174262397;3.808062947;2.971463432;2.872910135
0.379189595;0.122291926;3.807033055;0.379189595;0.173984126;3.808434874;2.975388747;2.87670526
0.379689845;0.12223334;3.807389506;0.379689845;0.173709235;3.808806515;2.979314062;2.880500386
0.380190095;0.122180044;3.807751256;0.380190095;0.17344016;3.809179853;2.983239377;2.884295512
0.380690345;0.122125344;3.808107105;0.380690345;0.173174048;3.809553727;2.987164692;2.888090637
0.381190595;0.122075685;3.808470109;0.381190595;0.172909405;3.809924642;2.991090007;2.891885763
0.381690845;0.122028033;3.808832981;0.381690845;0.172655263;3.810303088;2.995015322;2.895680889
0.382191096;0.121979192;3.809195123;0.382191096;0.172399195;3.810678011;2.998940637;2.899476014
0.382691346;0.121931276;3.809554701;0.382691346;0.172150826;3.811055628;3.002865952;2.90327114
0.383191596;0.121889128;3.809922913;0.383191596;0.17190612;3.811435161;3.006791267;2.907066266
0.383691846;0.121846086;3.810285994;0.383691846;0.171662848;3.811815251;3.010716582;2.910861391
0.384192096;0.121806038;3.810652694;0.384192096;0.171426033;3.812195052;3.014641897;2.914656517
0.384692346;0.121767563;3.811022247;0.384692346;0.171188031;3.812575488;3.018567212;2.918451643
0.385192596;0.121725266;3.811387087;0.385192596;0.170957761;3.812958705;3.022492527;2.922246768
0.385692846;0.121691693;3.811762319;0.385692846;0.17072655;3.813339169;3.026417842;2.926041894
0.386193097;0.121654628;3.812132522;0.386193097;0.170498469;3.813720286;3.030343157;2.92983702
0.386693347;0.12161869;3.812505376;0.386693347;0.17027544;3.814103821;3.034268472;2.933632145
0.387193597;0.121583295;3.812875737;0.387193597;0.17005604;3.814490501;3.038193786;2.937427271
0.387693847;0.121548743;3.813244977;0.387693847;0.169838156;3.814878181;3.042119101;2.941222397
0.388194097;0.121519731;3.813624157;0.388194097;0.16962295;3.81526548;3.046044416;2.945017522
0.388694347;0.121486516;3.813999242;0.388694347;0.169409528;3.815652302;3.049969731;2.948812648
0.389194597;0.121455106;3.814376803;0.389194597;0.169198831;3.816041385;3.053895046;2.952607774
0.389694847;0.121422846;3.814752277;0.389694847;0.168990631;3.81643211;3.057820361;2.956402899
0.390195098;0.121391688;3.81513007;0.390195098;0.168790053;3.816827664;3.061745676;2.960198025
