SOC_pct,I_Si_mA,I_Gr_mA,Si_frac_pct,Gr_frac_pct,j_Si_A_m2,j_Gr_A_m2,eta_mV,R_tot_mOhm,I_ratio,OCV_Si_V,OCV_Gr_V
95,3021.97390385991,2478.02609614009,54.9449800701802,50,1.2593656536038,88.1555957522659,121.29775625,22.0541375,1.21950850661626,0.190998673377854,0.0936629031641447
94.0909090909091,3021.97390385991,2478.02609614009,54.9449800701802,50,1.31049560097558,91.7346920682903,119.981365625,21.81479375,1.21950850661626,0.20517759685594,0.0946323576452879
93.1818181818182,3021.97390385991,2478.02609614009,54.9449800701802,50,1.35343474604073,94.740432222851,118.729015625,21.58709375,1.21950850661626,0.217583879073668,0.0956018121264311
92.2727272727273,3021.97390385991,2478.02609614009,54.9449800701802,50,1.38641217708152,97.0488523957063,117.412625,21.34775,1.21950850661626,0.228367311858891,0.0965712666075743
91.3636363636364,3021.97390385991,2478.02609614009,54.9449800701802,50,1.41334313609862,98.9340195269035,116.1318125,21.114875,1.21950850661626,0.23806958286688,0.0975373431668531
90.4545454545455,3021.97390385991,2478.02609614009,54.9449800701802,50,1.43404587921618,100.383211545132,114.843884375,20.88070625,1.21950850661626,0.246781043502953,0.0978418642154011
89.5454545454545,3021.97390385991,2478.02609614009,54.9449800701802,50,1.45053913940897,101.537739758628,113.591534375,20.65300625,1.21950850661626,0.254854789782033,0.0980726348958664
88.6363636363636,3021.97390385991,2478.02609614009,54.9449800701802,50,1.4633004773009,102.431033411063,112.367646875,20.43048125,1.21950850661626,0.262300665663796,0.0983034055763316
87.7272727272727,3021.97390385991,2478.02609614009,54.9449800701802,50,1.47184356945776,103.029049862043,111.13664375,20.2066625,1.21950850661626,0.26942198810799,0.0985341762567969
86.8181818181818,3021.97390385991,2478.02609614009,54.9449800701802,50,1.47704140276325,103.392898193427,109.91275625,19.9841375,1.21950850661626,0.276130965787455,0.0987649469372621
85.9090909090909,3021.97390385991,2478.02609614009,54.9449800701802,50,1.47802366330658,103.46165643146,108.653290625,19.75514375,1.21950850661626,0.282587728177135,0.0989957176177274
85,3021.97390385991,2478.02609614009,54.9449800701802,50,1.4755507895579,103.288555269053,107.372478125,19.52226875,1.21950850661626,0.288792387983788,0.0992264882981927
84.0909090909091,3021.97390385991,2478.02609614009,54.9449800701802,50,1.46950832529639,102.865582770748,106.0560875,19.282925,1.21950850661626,0.294820307137396,0.0994572589786579
83.1818181818182,3021.97390385991,2478.02609614009,54.9449800701802,50,1.46310937936767,102.417656555737,104.8037375,19.055225,1.21950850661626,0.300666281186227,0.0996880296591232
82.2727272727273,3021.97390385991,2478.02609614009,54.9449800701802,50,1.45281607886471,101.69712552053,103.487346875,18.81588125,1.21950850661626,0.306515830634705,0.0999188003395884
81.3636363636364,3021.97390385991,2478.02609614009,54.9449800701802,50,1.44343211449734,101.040248014814,102.263459375,18.5933562499999,1.21950850661626,0.312210809406646,0.100149571020054
80.4545454545454,3021.97390385991,2478.02609614009,54.9449800701802,50,1.43241915711302,100.269340997911,101.039571875,18.3708312499999,1.21950850661626,0.317690587961159,0.100380341700519
79.5454545454545,3021.97390385991,2478.02609614009,54.9449800701802,50,1.41973764271219,99.381634989853,99.8085687499997,18.1470124999999,1.21950850661626,0.323147102543225,0.100611112380984
78.6363636363636,3021.97390385991,2478.02609614009,54.9449800701802,50,1.40757504531353,98.530253171947,98.6416062499996,17.9348374999999,1.21950850661626,0.32856865518058,0.100841883061449
77.7272727272727,3021.97390385991,2478.02609614009,54.9449800701802,50,1.39642986662988,97.7500906640918,97.5529156249996,17.7368937499999,1.21950850661626,0.333885684871939,0.101072653741915
76.8181818181818,3021.97390385991,2478.02609614009,54.9449800701802,50,1.38758266635237,97.1307866446659,96.5851906249996,17.5609437499999,1.21950850661626,0.338988127326565,0.10130342442238
75.9090909090909,3021.97390385991,2478.02609614009,54.9449800701802,50,1.37827511797409,96.4792582581864,95.6388124999996,17.3888749999999,1.21950850661626,0.343939208839384,0.101534195102845
75,3021.97390385991,2478.02609614009,54.9449800701802,50,1.36182538571809,95.3277770002666,94.4718499999996,17.1766999999999,1.21950850661626,0.348692867517559,0.101764965783311
74.0909090909091,3021.97390385991,2478.02609614009,54.9449800701802,50,1.3477230210207,94.340611471449,93.4187374999996,16.9852249999999,1.21950850661626,0.353346949255114,0.102042718773035
73.1818181818182,3021.97390385991,2478.02609614009,54.9449800701802,50,1.34439430015555,94.1076010108886,92.7854468749996,16.8700812499999,1.21950850661626,0.357968959918817,0.102367902825462
72.2727272727273,3021.97390385991,2478.02609614009,54.9449800701802,50,1.3467206725875,94.2704470811254,92.3869718749996,16.7976312499999,1.21950850661626,0.362254621198881,0.10269308687789
71.3636363636364,3021.97390385991,2478.02609614009,54.9449800701802,50,1.34885408232383,94.4197857626683,92.0098437499996,16.7290624999999,1.21950850661626,0.366304110143373,0.103018270930317
70.4545454545455,3021.97390385991,2478.02609614009,54.9449800701802,50,1.35122914450526,94.5860401153684,91.6682937499996,16.6669624999999,1.21950850661626,0.370190021299725,0.103343454982745
69.5454545454545,3021.97390385991,2478.02609614009,54.9449800701802,50,1.35269332959185,94.6885330714294,91.3196281249997,16.6035687499999,1.21950850661626,0.373952531655066,0.103668639035172
68.6363636363636,3021.97390385991,2478.02609614009,54.9449800701802,50,1.35446652131534,94.8126564920739,91.0065406249997,16.5466437499999,1.21950850661626,0.377446113552266,0.1039938230876
67.7272727272727,3021.97390385991,2478.02609614009,54.9449800701802,50,1.3555847983517,94.890935884619,90.6934531249997,16.4897187499999,1.21950850661626,0.380712791264874,0.104319007140027
66.8181818181818,3021.97390385991,2478.02609614009,54.9449800701802,50,1.35587299835978,94.9111098851848,90.3732499999997,16.4315,1.21950850661626,0.383834592969677,0.104644191192455
65.9090909090909,3021.97390385991,2478.02609614009,54.9449800701802,50,1.35654986623422,94.9584906363951,90.0886249999998,16.37975,1.21950850661626,0.386774432337874,0.105308261319902
65,3021.97390385991,2478.02609614009,54.9449800701802,50,1.35644108474735,94.9508759323144,89.7968843749998,16.32670625,1.21950850661626,0.38966560243875,0.10613767482005
64.0909090909091,3021.97390385991,2478.02609614009,54.9449800701802,50,1.35596488911327,94.9175422379287,89.5122593749998,16.27495625,1.21950850661626,0.392324225298219,0.106967088320198
63.1818181818182,3021.97390385991,2478.02609614009,54.9449800701802,50,1.35474013981385,94.8318097869694,89.2205187499998,16.2219125,1.21950850661626,0.394929057797928,0.107796501820346
62.2727272727273,3021.97390385991,2478.02609614009,54.9449800701802,50,1.35398148558937,94.7787039912556,88.9643562499999,16.1753375,1.21950850661626,0.397226703318565,0.108625915320495
61.3636363636364,3021.97390385991,2478.02609614009,54.9449800701802,50,1.35170844797021,94.6195913579149,88.6726156249999,16.12229375,1.21950850661626,0.399580910958565,0.109605007841552
60.4545454545455,3021.97390385991,2478.02609614009,54.9449800701802,50,1.34913398939036,94.4393792573254,88.3879906249999,16.07054375,1.21950850661626,0.401932016608425,0.110832406658884
59.5454545454545,3021.97390385991,2478.02609614009,54.9449800701802,50,1.34686853941827,94.2807977592792,88.131828125,16.02396875,1.21950850661626,0.403988527214013,0.112059805476217
58.6363636363636,3021.97390385991,2478.02609614009,54.9449800701802,50,1.34313387099216,94.019370969451,87.8400875,15.970925,1.21950850661626,0.405973517123092,0.113287204293549
57.7272727272727,3021.97390385991,2478.02609614009,54.9449800701802,50,1.33993022610632,93.7951158274427,87.583925,15.92435,1.21950850661626,0.407990399825994,0.114514603110881
56.8181818181818,3021.97390385991,2478.02609614009,54.9449800701802,50,1.33607635633174,93.5253449432216,87.320646875,15.87648125,1.21950850661626,0.409874354943196,0.116339727628386
55.9090909090909,3021.97390385991,2478.02609614009,54.9449800701802,50,1.33118985327626,93.1832897293381,87.0360218750001,15.82473125,1.21950850661626,0.411603361537036,0.118590636155196
55,3021.97390385991,2478.02609614009,54.9449800701802,50,1.32646628119265,92.8526396834856,86.7727437500001,15.7768625,1.21950850661626,0.41340465403748,0.120841544682006
54.0909090909091,3021.97390385991,2478.02609614009,54.9449800701802,50,1.32073389365759,92.4513725560313,86.4881187500001,15.7251125,1.21950850661626,0.415061070890811,0.123171079521817
53.1818181818182,3021.97390385991,2478.02609614009,54.9449800701802,50,1.3145941448311,92.0215901381771,86.2034937500001,15.6733625,1.21950850661626,0.416745723954745,0.125680332198781
52.2727272727273,3021.97390385991,2478.02609614009,54.9449800701802,50,1.30863941070662,91.6047587494636,85.9402156250002,15.62549375,1.21950850661626,0.41818904644316,0.128189584875746
